loadable,dla,buffers,runs,samples,host_time,device_time,total_energy,base_energy
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b16.nvdla,0,244,10,9994240,625.34,625.238,10.3175,6.99214
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b16.nvdla,1,244,10,9994240,628.145,628.228,10.3689,6.96259
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b128.nvdla,0,30,10,9830400,511.68,511.261,8.74653,5.7655
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b128.nvdla,1,30,10,9830400,512.585,512.305,8.79777,5.71386
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4.nvdla,0,61,163,10181632,1428.46,1428.47,21.8243,16.2374
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4.nvdla,1,61,163,10181632,1449.91,1449.75,21.9132,16.2886
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1024.nvdla,0,8,4,8388608,749.102,748.967,10.9058,8.40136
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1024.nvdla,1,8,4,8388608,768.544,768.239,11.1295,8.59154
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2.nvdla,0,122,163,10181632,2120.69,2120.36,30.9703,23.7919
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2.nvdla,1,122,163,10181632,2169.31,2169.24,32.1991,24.262
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b16.nvdla,0,15,166,10199040,1014.42,1014.32,14.7552,11.3875
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b16.nvdla,1,15,166,10199040,1044.61,1044.35,15.1312,11.7451
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b256.nvdla,0,8,19,9961472,894.477,894.013,13.1211,9.99694
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b256.nvdla,1,8,19,9961472,917.021,916.761,13.3869,10.1632
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b32.nvdla,0,8,156,10223616,954.882,954.551,13.9441,10.611
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b32.nvdla,1,8,156,10223616,982.194,981.947,14.2878,10.9418
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b256.nvdla,0,15,10,9830400,503.765,503.556,8.64351,5.60177
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b256.nvdla,1,15,10,9830400,505.151,504.677,8.68551,5.64828
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4096.nvdla,0,8,1,8388608,665.183,664.714,9.60378,8.02534
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4096.nvdla,1,8,1,8388608,682.835,682.583,9.80294,7.6609
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2048.nvdla,0,8,2,8388608,424.493,424.214,7.32163,4.73273
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2048.nvdla,1,8,2,8388608,425.37,424.953,7.36931,4.70594
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b128.nvdla,0,8,39,10223616,914.214,914.118,13.4775,10.1739
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b128.nvdla,1,8,39,10223616,941.245,940.824,13.7315,10.4681
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b512.nvdla,0,8,9,9437184,480.424,480.119,8.22818,5.33557
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b512.nvdla,1,8,9,9437184,481.191,480.966,8.30754,5.36611
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2.nvdla,0,1953,10,9999360,1843.35,1842.69,26.4975,20.6899
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2.nvdla,1,1953,10,9999360,1847.78,1847.5,26.804,20.7667
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b64.nvdla,0,61,10,9994240,534.752,534.691,9.09216,6.00813
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b64.nvdla,1,61,10,9994240,536.402,536.135,9.11233,5.96819
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b4.nvdla,0,976,10,9994240,1083.37,1083.11,17.0948,12.1859
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b4.nvdla,1,976,10,9994240,1090.42,1090.41,17.1241,12.1991
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b512.nvdla,0,8,9,9437184,843.68,843.234,12.4135,9.48215
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b512.nvdla,1,8,9,9437184,864.47,864.212,12.6909,9.67796
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1.nvdla,0,244,163,10181632,3652.47,3651.48,49.8117,40.8485
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1.nvdla,1,244,163,10181632,3714.28,3713.97,50.7869,41.4707
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b8.nvdla,0,30,166,10199040,1138.23,1137.88,17.1931,13.4916
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b8.nvdla,1,30,166,10199040,1177.06,1176.99,17.3038,13.9966
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1.nvdla,0,3906,10,9999360,2985.68,2985.35,46.0672,33.6525
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1.nvdla,1,3906,10,9999360,3027.74,3027.31,46.0155,33.9477
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b64.nvdla,0,8,78,10223616,925.532,925.498,13.5777,10.4406
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b64.nvdla,1,8,78,10223616,951.92,951.782,13.8642,10.5771
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2048.nvdla,0,8,2,8388608,718.594,718.321,10.444,7.99005
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2048.nvdla,1,8,2,8388608,737.942,737.854,10.7268,8.21933
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1024.nvdla,0,8,4,8388608,425.139,424.977,7.34688,4.71305
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1024.nvdla,1,8,4,8388608,425.939,425.643,7.37275,4.75796
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b32.nvdla,0,122,10,9994240,564.942,564.677,9.45467,6.2443
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b32.nvdla,1,122,10,9994240,566.699,566.592,9.52003,6.31701
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b8.nvdla,0,488,10,9994240,754.209,754.132,12.4481,8.37479
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b8.nvdla,1,488,10,9994240,757.14,757.141,12.5058,8.48659
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b16.nvdla,0,244,10,9994240,625.449,625.408,10.3121,6.98055
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b16.nvdla,1,244,10,9994240,629.489,629.172,10.4225,7.07381
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b128.nvdla,0,30,10,9830400,511.278,511.106,8.73913,5.74187
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b128.nvdla,1,30,10,9830400,512.235,511.929,8.75624,5.75525
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4.nvdla,0,61,163,10181632,1423.83,1423.85,21.4925,15.9207
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4.nvdla,1,61,163,10181632,1451.77,1451.77,21.9642,16.3514
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1024.nvdla,0,8,4,8388608,750.176,749.681,11.012,8.44289
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1024.nvdla,1,8,4,8388608,767.899,767.663,11.2161,8.55172
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2.nvdla,0,122,163,10181632,2215.24,2214.23,30.0439,24.9083
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2.nvdla,1,122,163,10181632,2202.72,2202.62,31.0272,24.5977
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b16.nvdla,0,15,166,10199040,1014.48,1014.42,14.8375,11.414
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b16.nvdla,1,15,166,10199040,1044.34,1044.1,15.157,11.7579
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b256.nvdla,0,8,19,9961472,894.002,893.536,13.1178,10.0951
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b256.nvdla,1,8,19,9961472,915.236,914.81,13.4094,10.2963
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b32.nvdla,0,8,156,10223616,956.325,956.076,14.0338,10.6516
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b32.nvdla,1,8,156,10223616,983.088,982.827,14.2864,11.0252
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b256.nvdla,0,15,10,9830400,504.01,503.578,8.62057,5.61001
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b256.nvdla,1,15,10,9830400,504.819,504.574,8.68842,5.65989
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4096.nvdla,0,8,1,8388608,666.106,665.647,9.61893,7.53376
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4096.nvdla,1,8,1,8388608,683.328,683.232,9.84386,7.75765
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2048.nvdla,0,8,2,8388608,424.598,424.344,7.36055,4.77888
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2048.nvdla,1,8,2,8388608,425.39,425.022,7.41115,4.79975
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b128.nvdla,0,8,39,10223616,915.184,914.614,13.5431,10.2555
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b128.nvdla,1,8,39,10223616,940.24,940.168,13.837,10.552
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b512.nvdla,0,8,9,9437184,480.283,479.954,8.25229,5.43541
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b512.nvdla,1,8,9,9437184,480.778,480.621,8.29833,5.36745
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2.nvdla,0,1953,10,9999360,1746.76,1745.86,25.2533,19.6426
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2.nvdla,1,1953,10,9999360,1787.88,1787.68,25.7311,20.3324
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b64.nvdla,0,61,10,9994240,534.937,534.645,9.11833,6.01664
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b64.nvdla,1,61,10,9994240,536.093,535.85,9.15595,6.01258
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b4.nvdla,0,976,10,9994240,1071.16,1071.11,17.2437,12.0794
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b4.nvdla,1,976,10,9994240,1081.58,1081.26,17.5292,12.2466
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b512.nvdla,0,8,9,9437184,843.931,843.484,12.3458,9.55198
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b512.nvdla,1,8,9,9437184,864.676,864.238,12.6861,9.71474
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1.nvdla,0,244,163,10181632,3538,3537.46,47.8524,39.5757
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1.nvdla,1,244,163,10181632,3614.98,3614.52,48.5214,40.8206
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b8.nvdla,0,30,166,10199040,1138.33,1138.13,16.512,12.7951
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b8.nvdla,1,30,166,10199040,1169.29,1169.23,16.9016,13.1273
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1.nvdla,0,3906,10,9999360,2980.98,2980.72,45.6094,33.4609
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1.nvdla,1,3906,10,9999360,3029.76,3029.39,45.5399,33.977
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b64.nvdla,0,8,78,10223616,924.451,924.736,13.6268,10.4866
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b64.nvdla,1,8,78,10223616,951.101,950.998,13.8875,10.6316
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2048.nvdla,0,8,2,8388608,720.135,719.844,10.4907,8.13486
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2048.nvdla,1,8,2,8388608,738.574,738.314,10.758,8.22661
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1024.nvdla,0,8,4,8388608,425.511,425.246,7.32972,4.80687
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1024.nvdla,1,8,4,8388608,426.204,425.828,7.36956,4.77806
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b32.nvdla,0,122,10,9994240,565.126,564.984,9.50428,6.31808
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b32.nvdla,1,122,10,9994240,566.734,566.629,9.53954,6.33277
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b8.nvdla,0,488,10,9994240,752.582,752.563,12.423,8.43614
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b8.nvdla,1,488,10,9994240,757.113,757.171,12.8832,8.93172
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b16.nvdla,0,244,10,9994240,625.074,624.973,10.6118,7.41989
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b16.nvdla,1,244,10,9994240,628.763,628.669,10.7448,7.50367
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b128.nvdla,0,30,10,9830400,510.989,510.977,8.74458,5.75406
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b128.nvdla,1,30,10,9830400,512.399,512.284,8.77218,5.66816
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4.nvdla,0,61,163,10181632,1424.51,1424.29,21.5721,15.7015
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4.nvdla,1,61,163,10181632,1448.26,1447.63,21.915,16.6043
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1024.nvdla,0,8,4,8388608,748.392,747.953,10.8691,8.33219
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1024.nvdla,1,8,4,8388608,768.202,767.785,11.156,8.69491
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2.nvdla,0,122,163,10181632,2201.83,2200.94,29.9098,24.3543
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2.nvdla,1,122,163,10181632,2270.66,2269.93,30.5438,24.9501
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b16.nvdla,0,15,166,10199040,1014.32,1014.15,14.7279,11.2294
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b16.nvdla,1,15,166,10199040,1042.95,1042.71,15.0871,11.5613
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b256.nvdla,0,8,19,9961472,892.395,892.061,13.0913,10.0005
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b256.nvdla,1,8,19,9961472,917.35,916.91,13.4023,10.2772
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b32.nvdla,0,8,156,10223616,955.08,954.683,14.0082,10.6752
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b32.nvdla,1,8,156,10223616,981.682,981.569,14.2303,10.879
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b256.nvdla,0,15,10,9830400,503.874,503.605,8.6151,5.5661
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b256.nvdla,1,15,10,9830400,504.849,504.567,8.67753,5.58958
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4096.nvdla,0,8,1,8388608,666.177,665.942,9.60127,7.61846
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4096.nvdla,1,8,1,8388608,684.958,684.556,9.85357,7.73072
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2048.nvdla,0,8,2,8388608,424.604,424.384,7.32124,4.74785
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2048.nvdla,1,8,2,8388608,425.232,424.975,7.36234,4.72615
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b128.nvdla,0,8,39,10223616,915.575,915.314,13.4796,10.1047
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b128.nvdla,1,8,39,10223616,940.772,940.686,13.814,10.4789
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b512.nvdla,0,8,9,9437184,480.663,480.239,8.24037,5.30659
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b512.nvdla,1,8,9,9437184,480.831,480.603,8.32004,5.39774
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2.nvdla,0,1953,10,9999360,1818.33,1817.14,26.2949,20.3318
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2.nvdla,1,1953,10,9999360,1856.46,1855.98,26.6049,21.6567
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b64.nvdla,0,61,10,9994240,534.954,534.623,9.05293,5.94426
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b64.nvdla,1,61,10,9994240,536.315,536.214,9.13509,5.96807
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b4.nvdla,0,976,10,9994240,1107.41,1107.39,16.9093,12.3717
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b4.nvdla,1,976,10,9994240,1107.14,1107.07,16.7418,12.3249
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b512.nvdla,0,8,9,9437184,845.415,845.152,12.4115,9.51185
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b512.nvdla,1,8,9,9437184,865.714,865.433,12.6935,9.58173
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1.nvdla,0,244,163,10181632,3629.27,3628.62,49.3519,40.7263
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1.nvdla,1,244,163,10181632,3692.93,3692.4,49.7127,40.9684
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b8.nvdla,0,30,166,10199040,1137.85,1137.57,16.5341,12.633
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b8.nvdla,1,30,166,10199040,1170.61,1170.12,16.9202,13.007
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1.nvdla,0,3906,10,9999360,3102.91,3102.69,47.6631,34.643
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1.nvdla,1,3906,10,9999360,3134.56,3134.22,47.7233,34.81
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b64.nvdla,0,8,78,10223616,925.875,925.624,13.5699,10.344
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b64.nvdla,1,8,78,10223616,952.516,952.235,13.8571,10.6065
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2048.nvdla,0,8,2,8388608,719.709,719.248,10.4165,8.07301
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2048.nvdla,1,8,2,8388608,738.668,738.248,10.6834,8.61952
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1024.nvdla,0,8,4,8388608,425.403,425.135,7.33192,4.78057
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1024.nvdla,1,8,4,8388608,426.268,425.839,7.38583,4.764
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b32.nvdla,0,122,10,9994240,564.587,564.543,9.48896,6.33142
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b32.nvdla,1,122,10,9994240,567.003,566.89,9.57018,6.36963
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b8.nvdla,0,488,10,9994240,756.052,755.838,12.401,8.40754
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b8.nvdla,1,488,10,9994240,761.576,761.38,12.4889,8.51828
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b16.nvdla,0,244,10,9994240,626.202,625.883,10.2824,6.99575
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b16.nvdla,1,244,10,9994240,628.735,628.455,10.3801,7.00644
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b128.nvdla,0,30,10,9830400,511.576,511.132,8.71997,5.66575
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b128.nvdla,1,30,10,9830400,512.826,512.376,8.77352,5.72529
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4.nvdla,0,61,163,10181632,1424.38,1424.05,21.572,15.9181
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4.nvdla,1,61,163,10181632,1454.16,1453.94,21.741,16.16
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1024.nvdla,0,8,4,8388608,750.125,749.665,10.8761,8.31799
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1024.nvdla,1,8,4,8388608,767.315,766.889,11.1539,8.60891
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2.nvdla,0,122,163,10181632,2107.59,2106.86,31.0279,23.4872
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2.nvdla,1,122,163,10181632,2192.44,2192.18,30.1931,24.6748
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b16.nvdla,0,15,166,10199040,1015.86,1015.58,14.8175,11.3824
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b16.nvdla,1,15,166,10199040,1045.23,1044.96,15.0906,11.6106
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b256.nvdla,0,8,19,9961472,894.577,894.057,13.1069,9.98747
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b256.nvdla,1,8,19,9961472,916.05,915.61,13.4261,10.2001
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b32.nvdla,0,8,156,10223616,954.597,954.524,14.4768,11.1859
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b32.nvdla,1,8,156,10223616,983.223,982.982,14.8079,11.4657
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b256.nvdla,0,15,10,9830400,504.498,504.135,8.91596,5.94869
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b256.nvdla,1,15,10,9830400,505.078,504.614,8.69033,5.52769
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4096.nvdla,0,8,1,8388608,665.618,665.371,9.56492,7.31142
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4096.nvdla,1,8,1,8388608,684.324,684.002,9.83163,7.63801
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2048.nvdla,0,8,2,8388608,424.662,424.238,7.34997,4.74114
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2048.nvdla,1,8,2,8388608,425.419,424.938,7.37654,4.74497
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b128.nvdla,0,8,39,10223616,915.289,914.816,13.4805,10.1732
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b128.nvdla,1,8,39,10223616,942.088,941.66,13.7458,10.4666
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b512.nvdla,0,8,9,9437184,480.093,480.017,8.2203,5.37392
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b512.nvdla,1,8,9,9437184,481.141,481.043,8.32095,5.37011
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2.nvdla,0,1953,10,9999360,1815.33,1814.71,26.5467,20.3489
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2.nvdla,1,1953,10,9999360,1846.33,1846.13,26.713,20.7515
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b64.nvdla,0,61,10,9994240,534.617,534.527,9.05533,6.02185
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b64.nvdla,1,61,10,9994240,536.288,536.205,9.11233,5.99764
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b4.nvdla,0,976,10,9994240,1085.28,1085.28,16.9849,12.0438
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b4.nvdla,1,976,10,9994240,1101.81,1101.75,17.2449,12.2925
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b512.nvdla,0,8,9,9437184,842.629,842.333,12.4315,9.42469
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b512.nvdla,1,8,9,9437184,866.088,865.872,12.6918,9.73435
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1.nvdla,0,244,163,10181632,3640.94,3640.07,49.8186,40.6122
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1.nvdla,1,244,163,10181632,3716.76,3716.46,50.3749,41.6186
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b8.nvdla,0,30,166,10199040,1138.77,1138.71,16.5528,12.637
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b8.nvdla,1,30,166,10199040,1169.4,1169.33,16.8415,13.1542
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1.nvdla,0,3906,10,9999360,3116.1,3115.75,47.953,34.9019
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1.nvdla,1,3906,10,9999360,3157.23,3156.87,47.941,35.5495
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b64.nvdla,0,8,78,10223616,926.182,926.26,13.5731,10.2953
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b64.nvdla,1,8,78,10223616,952.425,952.155,13.9225,10.675
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2048.nvdla,0,8,2,8388608,719.882,719.63,10.4052,8.04326
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2048.nvdla,1,8,2,8388608,739.945,739.668,10.7168,8.22869
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1024.nvdla,0,8,4,8388608,425.259,424.965,7.34271,4.73359
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1024.nvdla,1,8,4,8388608,426.069,425.805,7.38059,4.74029
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b32.nvdla,0,122,10,9994240,564.435,564.35,9.50581,6.29386
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b32.nvdla,1,122,10,9994240,566.904,566.821,9.52017,6.3299
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b8.nvdla,0,488,10,9994240,754.51,754.431,12.3778,8.40618
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b8.nvdla,1,488,10,9994240,760.375,760.364,12.549,8.5146
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b16.nvdla,0,244,10,9994240,625.119,624.833,10.2277,6.94048
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b16.nvdla,1,244,10,9994240,627.989,627.922,10.3449,6.97021
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b128.nvdla,0,30,10,9830400,511.694,511.433,8.77219,5.71853
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b128.nvdla,1,30,10,9830400,512.337,512.012,8.7858,5.66405
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4.nvdla,0,61,163,10181632,1416.83,1416.85,21.5942,15.7196
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4.nvdla,1,61,163,10181632,1451.79,1451.31,21.8342,16.1737
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1024.nvdla,0,8,4,8388608,749.58,749.329,10.9099,8.3882
